,anio,eleccion,partido,pais,votos,censo
1184,2014,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,HOLANDA,1,973
1185,2014,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,HONDURAS,1,6
1186,2014,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,INDONESIA,1,110
1187,2014,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,INGLATERRA,3,8307
1188,2014,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,MEXICO,3,3226
1189,2014,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PANAMA,3,8355
1190,2014,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PERU,1,2220
1191,2014,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,SUECIA,2,993
1192,2014,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,VENEZUELA,1743,58235
1193,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,AFRICA,1,2
1194,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,ALEMANIA,46,853
1195,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,ARUBA,13,2760
1196,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,AUSTRALIA,55,468
1197,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,AUSTRIA,19,447
1198,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,BELGICA,23,1310
1199,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,BOLIVIA,3,6
1200,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,BRASIL,7,343
1201,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,CANADA,120,5464
1202,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,CHILE,34,135
1203,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,CHINAREPUBLICAPOPULAR,8,4
1204,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,COREADELSUR,1,2
1205,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,COSTARICA,38,7008
1206,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,CUBA,3,183
1207,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,CURAZAO,8,1235
1208,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,DINAMARCA,5,46
1209,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,ECUADOR,54,2889
1210,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,ELSALVADOR,17,430
1211,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,EMIRATOSARABESUNIDOS,7,8
1212,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,ESPANA,366,12811
1213,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,ESTADOSUNIDOS,362,6400
1214,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,FILIPINAS,2,53
1215,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,FINLANDIA,3,33
1216,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,FRANCIA,109,1990
1217,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,GUATEMALA,8,653
1218,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,HOLANDA,10,973
1219,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,HONDURAS,2,404
1220,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,INDIA,7,2
1221,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,INDONESIA,9,110
1222,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,INGLATERRA,42,8307
1223,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,ISRAEL,2,622
1224,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,ITALIA,29,2789
1225,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,JAMAICA,2,102
1226,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,LIBANO,2,8
1227,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,MALASIA,1,2
1228,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,MEXICO,43,3226
1229,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,NICARAGUA,9,205
1230,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,NORUEGA,3,92
1231,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,NUEVAZELANDIA,3,2
1232,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,PANAMA,40,8355
1233,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,PARAGUAY,3,235
1234,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,PERU,29,2220
1235,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,POLONIA,2,84
1236,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,PORTUGAL,3,4
1237,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,PUERTORICO,9,1038
1238,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICADOMINICANA,11,1606
1239,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,RUSIA,3,231
1240,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,SUDAFRICA,1,143
1241,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,SUECIA,15,993
1242,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,SUIZA,36,1534
1243,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,TAILANDIA,6,39
1244,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,TRINIDADYTOBAGO,2,41
1245,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,TURQUIA,5,2
1246,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,URUGUAY,7,353
1247,2014,CmaraTerritorial,PARTIDOALIANZAVERDE,VENEZUELA,1440,58235
1248,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,AFRICA,1,2
1249,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,ALEMANIA,4,12
1250,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,ARUBA,24,2760
1251,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,AUSTRALIA,29,468
1252,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,BELGICA,8,1310
1253,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,BOLIVIA,5,297
1254,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,BRASIL,6,2
1255,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,CANADA,40,5464
1256,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,CHILE,27,2
1257,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,CHINAREPUBLICAPOPULAR,4,4
1258,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,COREADELSUR,4,87
1259,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,COSTARICA,15,7008
1260,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,CURAZAO,5,1235
1261,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,DINAMARCA,1,46
1262,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,ECUADOR,57,2889
1263,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,EGIPTO,4,2
1264,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,ELSALVADOR,6,430
1265,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,EMIRATOSARABESUNIDOS,11,8
1266,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,ESPANA,149,12811
1267,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,ESTADOSUNIDOS,343,6400
1268,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,FRANCIA,15,1990
1269,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,GUATEMALA,1,653
1270,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,HOLANDA,2,973
1271,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,HONDURAS,4,404
1272,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,INDONESIA,1,2
1273,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,INGLATERRA,21,8307
1274,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,ISRAEL,1,10
1275,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,ITALIA,12,2789
1276,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,JAMAICA,4,102
1277,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,KENIA,1,54
1278,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,LIBANO,32,617
1279,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,MEXICO,17,3226
1280,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,NICARAGUA,3,205
1281,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,NUEVAZELANDIA,1,2
1282,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,PANAMA,34,8355
1283,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,PARAGUAY,2,235
1284,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,PERU,13,2220
1285,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,PORTUGAL,3,6
1286,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,PUERTORICO,4,1038
1287,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,REPUBLICADOMINICANA,9,1606
1288,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,SUECIA,2,12
1289,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,SUIZA,7,28
1290,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,TAILANDIA,2,39
1291,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,TRINIDADYTOBAGO,4,41
1292,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,URUGUAY,2,353
1293,2014,CmaraTerritorial,PARTIDOCAMBIORADICAL,VENEZUELA,2291,58235
1294,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,AFRICA,3,2
1295,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,ALEMANIA,16,853
1296,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,ARUBA,20,2760
1297,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,AUSTRALIA,28,468
1298,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,BELGICA,12,1310
1299,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,BOLIVIA,6,346
1300,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,BRASIL,8,343
1301,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,CANADA,64,5464
1302,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,CHILE,35,2
1303,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,CHINAREPUBLICAPOPULAR,6,4
1304,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,COSTARICA,69,7008
1305,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,CURAZAO,16,1235
1306,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,ECUADOR,131,380
1307,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,ELSALVADOR,9,430
1308,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,EMIRATOSARABESUNIDOS,15,518
1309,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,ESPANA,296,12811
1310,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,ESTADOSUNIDOS,2391,6400
1311,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,FINLANDIA,2,2
1312,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,FRANCIA,30,1990
1313,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,GUATEMALA,16,653
1314,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,HOLANDA,4,973
1315,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,HONDURAS,4,404
1316,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,INDONESIA,3,62
1317,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,INGLATERRA,44,8307
1318,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,ISRAEL,6,622
1319,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,ITALIA,28,2789
1320,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,JAMAICA,2,102
1321,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,KENIA,3,54
1322,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,LIBANO,5,8
1323,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,MALASIA,4,2
1324,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,MEXICO,35,3226
1325,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,NICARAGUA,5,205
1326,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,NUEVAZELANDIA,1,2
1327,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,PANAMA,74,8355
1328,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,PARAGUAY,9,235
1329,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,PERU,16,2220
1330,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,POLONIA,2,2
1331,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,PORTUGAL,2,4
1332,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,PUERTORICO,36,1038
1333,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,REPUBLICADOMINICANA,16,1606
1334,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,SUECIA,6,993
1335,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,SUIZA,15,28
1336,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,TRINIDADYTOBAGO,2,41
1337,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,TURQUIA,2,48
1338,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,URUGUAY,2,6
1339,2014,CmaraTerritorial,PARTIDOCONSERVADORCOLOMBIANO,VENEZUELA,2122,58235
1340,2014,CmaraTerritorial,PARTIDODELAU,ALEMANIA,12,853
1341,2014,CmaraTerritorial,PARTIDODELAU,ARUBA,34,2760
1342,2014,CmaraTerritorial,PARTIDODELAU,AUSTRALIA,17,468
1343,2014,CmaraTerritorial,PARTIDODELAU,AUSTRIA,9,447
1344,2014,CmaraTerritorial,PARTIDODELAU,BELGICA,14,1310
1345,2014,CmaraTerritorial,PARTIDODELAU,BOLIVIA,12,346
1346,2014,CmaraTerritorial,PARTIDODELAU,BRASIL,9,2
1347,2014,CmaraTerritorial,PARTIDODELAU,CANADA,73,5464
1348,2014,CmaraTerritorial,PARTIDODELAU,CHILE,39,2
1349,2014,CmaraTerritorial,PARTIDODELAU,CHINAREPUBLICAPOPULAR,10,4
1350,2014,CmaraTerritorial,PARTIDODELAU,COREADELSUR,7,2
1351,2014,CmaraTerritorial,PARTIDODELAU,COSTARICA,49,7008
1352,2014,CmaraTerritorial,PARTIDODELAU,CURAZAO,8,1235
1353,2014,CmaraTerritorial,PARTIDODELAU,ECUADOR,143,380
1354,2014,CmaraTerritorial,PARTIDODELAU,ELSALVADOR,17,430
1355,2014,CmaraTerritorial,PARTIDODELAU,EMIRATOSARABESUNIDOS,23,8
1356,2014,CmaraTerritorial,PARTIDODELAU,ESPANA,501,12811
1357,2014,CmaraTerritorial,PARTIDODELAU,ESTADOSUNIDOS,1219,6400
1358,2014,CmaraTerritorial,PARTIDODELAU,FILIPINAS,6,53
1359,2014,CmaraTerritorial,PARTIDODELAU,FRANCIA,59,1990
1360,2014,CmaraTerritorial,PARTIDODELAU,GUATEMALA,19,653
1361,2014,CmaraTerritorial,PARTIDODELAU,HOLANDA,2,973
1362,2014,CmaraTerritorial,PARTIDODELAU,HONDURAS,2,404
1363,2014,CmaraTerritorial,PARTIDODELAU,INDIA,1,2
1364,2014,CmaraTerritorial,PARTIDODELAU,INDONESIA,5,62
1365,2014,CmaraTerritorial,PARTIDODELAU,INGLATERRA,43,8307
1366,2014,CmaraTerritorial,PARTIDODELAU,ISRAEL,4,622
1367,2014,CmaraTerritorial,PARTIDODELAU,ITALIA,36,2789
1368,2014,CmaraTerritorial,PARTIDODELAU,LIBANO,11,617
1369,2014,CmaraTerritorial,PARTIDODELAU,MEXICO,49,3226
1370,2014,CmaraTerritorial,PARTIDODELAU,NICARAGUA,10,205
1371,2014,CmaraTerritorial,PARTIDODELAU,NORUEGA,1,2
1372,2014,CmaraTerritorial,PARTIDODELAU,NUEVAZELANDIA,2,2
1373,2014,CmaraTerritorial,PARTIDODELAU,PANAMA,137,8355
1374,2014,CmaraTerritorial,PARTIDODELAU,PARAGUAY,7,235
1375,2014,CmaraTerritorial,PARTIDODELAU,PERU,42,2220
1376,2014,CmaraTerritorial,PARTIDODELAU,POLONIA,1,2
1377,2014,CmaraTerritorial,PARTIDODELAU,PORTUGAL,5,6
1378,2014,CmaraTerritorial,PARTIDODELAU,PUERTORICO,18,1038
1379,2014,CmaraTerritorial,PARTIDODELAU,REPUBLICADOMINICANA,27,1606
1380,2014,CmaraTerritorial,PARTIDODELAU,RUSIA,4,231
1381,2014,CmaraTerritorial,PARTIDODELAU,SUDAFRICA,7,143
1382,2014,CmaraTerritorial,PARTIDODELAU,SUECIA,4,12
1383,2014,CmaraTerritorial,PARTIDODELAU,SUIZA,18,1534
1384,2014,CmaraTerritorial,PARTIDODELAU,TAILANDIA,3,39
1385,2014,CmaraTerritorial,PARTIDODELAU,TRINIDADYTOBAGO,4,41
1386,2014,CmaraTerritorial,PARTIDODELAU,TURQUIA,3,2
1387,2014,CmaraTerritorial,PARTIDODELAU,URUGUAY,9,353
1388,2014,CmaraTerritorial,PARTIDODELAU,VENEZUELA,4499,58235
1389,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,AFRICA,2,2
1390,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,ALEMANIA,7,853
1391,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,ARUBA,15,2760
1392,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,AUSTRALIA,13,468
1393,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,AUSTRIA,2,6
1394,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,BELGICA,9,1310
1395,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,BOLIVIA,5,346
1396,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,BRASIL,6,343
1397,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,CANADA,50,5464
1398,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,CHILE,21,135
1399,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,CHINAREPUBLICAPOPULAR,4,4
1400,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,COSTARICA,23,7008
1401,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,CUBA,3,183
1402,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,CURAZAO,6,1235
1403,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,ECUADOR,55,380
1404,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,EGIPTO,2,94
1405,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,ELSALVADOR,7,430
1406,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,EMIRATOSARABESUNIDOS,7,8
1407,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,ESPANA,164,12811
1408,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,ESTADOSUNIDOS,445,6400
1409,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,FRANCIA,18,1990
1410,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,GUATEMALA,4,653
1411,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,HOLANDA,8,973
1412,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,HONDURAS,6,404
1413,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,INDONESIA,2,110
1414,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,INGLATERRA,32,8307
1415,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,ISRAEL,6,80
1416,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,ITALIA,14,2789
1417,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,JAMAICA,13,102
1418,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,LIBANO,20,617
1419,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,MEXICO,25,3226
1420,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,NICARAGUA,2,205
1421,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,NORUEGA,1,2
1422,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,NUEVAZELANDIA,2,2
1423,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,PANAMA,41,8355
1424,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,PARAGUAY,1,4
1425,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,PERU,22,2220
1426,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,PORTUGAL,2,4
1427,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,PUERTORICO,2,1038
1428,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,REPUBLICADOMINICANA,8,1606
1429,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,RUSIA,1,231
1430,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,SUECIA,2,12
1431,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,SUIZA,4,1534
1432,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,TAILANDIA,1,2
1433,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,TRINIDADYTOBAGO,2,2
1434,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,URUGUAY,2,6
1435,2014,CmaraTerritorial,PARTIDOLIBERALCOLOMBIANO,VENEZUELA,1966,58235
1436,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,AFRICA,1,2
1437,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,ARUBA,1,2760
1438,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,AUSTRALIA,2,468
1439,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,BELGICA,1,16
1440,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,BOLIVIA,2,346
1441,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,BRASIL,6,343
1442,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,CANADA,5,5464
1443,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,CHILE,8,2595
1444,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,COSTARICA,5,7008
1445,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,ECUADOR,6,5805
1446,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,ESPANA,20,12811
1447,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,ESTADOSUNIDOS,67,6400
1448,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,FRANCIA,3,3926
1449,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,GUATEMALA,1,653
1450,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,INDIA,1,2
1451,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,INGLATERRA,5,102
1452,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,ISRAEL,1,10
1453,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,ITALIA,2,2789
1454,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,JAMAICA,1,102
1455,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,LIBANO,1,617
1456,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,MALASIA,1,2
1457,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,MEXICO,7,3226
1458,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,PANAMA,3,8355
1459,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,PARAGUAY,1,4
1460,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,PERU,5,28
1461,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,POLONIA,1,84
1462,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,REPUBLICADOMINICANA,4,1606
1463,2014,CmaraTerritorial,PARTIDOOPCIONCIUDADANA,VENEZUELA,158,58235
1464,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,ALEMANIA,22,853
1465,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,ARUBA,3,2760
1466,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,AUSTRALIA,9,468
1467,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,AUSTRIA,6,447
1468,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,BELGICA,27,1310
1469,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,BOLIVIA,1,297
1470,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,BRASIL,3,343
1471,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,CANADA,34,5464
1472,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,CHILE,16,1133
1473,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,CHINAREPUBLICAPOPULAR,5,115
1474,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,COSTARICA,9,7008
1475,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,CUBA,1,183
1476,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,CURAZAO,2,1235
1477,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,ECUADOR,26,2889
1478,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,EGIPTO,1,2
1479,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,ELSALVADOR,2,6
1480,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,EMIRATOSARABESUNIDOS,6,518
1481,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,ESPANA,136,12811
1482,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,ESTADOSUNIDOS,142,6400
1483,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,FILIPINAS,2,53
1484,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,FRANCIA,63,1990
1485,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,GUATEMALA,3,653
1486,2014,CmaraTerritorial,PARTIDOUNIONPATRIOTICAUP,HOLANDA,3,12
